"filename", "language", "JavaScript", "CSS", "XML", "Markdown", "JSON", "HTML", "comment", "blank", "total"
"c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\assets\svg-loaders\bars.svg", "XML", 0, 0, 52, 0, 0, 0, 0, 1, 53
"c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\assets\svg-loaders\circles.svg", "XML", 0, 0, 20, 0, 0, 0, 0, 1, 21
"c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\assets\svg-loaders\grid.svg", "XML", 0, 0, 56, 0, 0, 0, 0, 1, 57
"c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\assets\svg-loaders\hearts.svg", "XML", 0, 0, 17, 0, 0, 0, 1, 1, 19
"c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\assets\svg-loaders\oval.svg", "XML", 0, 0, 16, 0, 0, 0, 1, 0, 17
"c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\assets\svg-loaders\puff.svg", "XML", 0, 0, 36, 0, 0, 0, 1, 0, 37
"c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\assets\svg-loaders\rings.svg", "XML", 0, 0, 41, 0, 0, 0, 1, 0, 42
"c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\assets\svg-loaders\spinning-circles.svg", "XML", 0, 0, 54, 0, 0, 0, 1, 0, 55
"c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\assets\svg-loaders\tail-spin.svg", "XML", 0, 0, 31, 0, 0, 0, 1, 1, 33
"c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\assets\svg-loaders\three-dots.svg", "XML", 0, 0, 32, 0, 0, 0, 1, 1, 34
"c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\Homepage\AddProductModal.js", "JavaScript", 78, 0, 0, 0, 0, 0, 0, 4, 82
"c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\Homepage\Homepage.js", "JavaScript", 93, 0, 0, 0, 0, 0, 1, 8, 102
"c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\Homepage\HomepageStoreCard.js", "JavaScript", 26, 0, 0, 0, 0, 0, 24, 3, 53
"c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\Homepage\HomepageTrending.js", "JavaScript", 40, 0, 0, 0, 0, 0, 0, 5, 45
"c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\Homepage\Post.js", "JavaScript", 209, 0, 0, 0, 0, 0, 0, 8, 217
"c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\Homepage\PostModal.js", "JavaScript", 316, 0, 0, 0, 0, 0, 1, 10, 327
"c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\Homepage\VideoPlayerModal.js", "JavaScript", 49, 0, 0, 0, 0, 0, 0, 3, 52
"c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\Homepage\VideoUploadModal.js", "JavaScript", 110, 0, 0, 0, 0, 0, 1, 6, 117
"c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\Homepage\YourFeed.js", "JavaScript", 338, 0, 0, 0, 0, 0, 3, 13, 354
"c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\Layout.js", "JavaScript", 85, 0, 0, 0, 0, 0, 0, 10, 95
"c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\Login\LoginGooglePass.js", "JavaScript", 63, 0, 0, 0, 0, 0, 0, 10, 73
"c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\Login\LoginPage.js", "JavaScript", 109, 0, 0, 0, 0, 0, 0, 8, 117
"c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\Navbar\Icons\IconsExport.js", "JavaScript", 162, 0, 0, 0, 0, 0, 0, 9, 171
"c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\Navbar\Navbar.js", "JavaScript", 221, 0, 0, 0, 0, 0, 0, 6, 227
"c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\Navbar\NavbarMobile.js", "JavaScript", 364, 0, 0, 0, 0, 0, 5, 11, 380
"c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\Register\RegisterGooglePass.js", "JavaScript", 88, 0, 0, 0, 0, 0, 0, 9, 97
"c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\Register\RegisterPagePartTwo.js", "JavaScript", 133, 0, 0, 0, 0, 0, 0, 9, 142
"c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\Search\Search.js", "JavaScript", 275, 0, 0, 0, 0, 0, 16, 15, 306
"c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\Search\SearchResults.js", "JavaScript", 52, 0, 0, 0, 0, 0, 0, 3, 55
"c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\User\Customer\AddToCart.js", "JavaScript", 216, 0, 0, 0, 0, 0, 21, 15, 252
"c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\User\Customer\Profile\ProfileSubpages\ManageFollowers.js", "JavaScript", 130, 0, 0, 0, 0, 0, 0, 8, 138
"c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\User\Customer\Profile\ProfileSubpages\OrderHistory.js", "JavaScript", 262, 0, 0, 0, 0, 0, 0, 9, 271
"c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\User\Customer\Profile\ProfileSubpages\OrderHistoryModal.js", "JavaScript", 175, 0, 0, 0, 0, 0, 0, 7, 182
"c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\User\Customer\Profile\ProfileSubpages\Profile.js", "JavaScript", 138, 0, 0, 0, 0, 0, 0, 9, 147
"c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\User\Customer\Profile\ProfileSubpages\ShippingDetails.js", "JavaScript", 108, 0, 0, 0, 0, 0, 0, 7, 115
"c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\User\Customer\Profile\UserMenu.js", "JavaScript", 131, 0, 0, 0, 0, 0, 0, 2, 133
"c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\User\Dashboard\StoreDasboardNavMobile.js", "JavaScript", 125, 0, 0, 0, 0, 0, 0, 5, 130
"c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\User\Dashboard\StoreDashboard.js", "JavaScript", 20, 0, 0, 0, 0, 0, 0, 4, 24
"c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\User\Dashboard\StoreDashboardNav.js", "JavaScript", 166, 0, 0, 0, 0, 0, 0, 6, 172
"c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\User\Dashboard\StoreEdit\Modals\StoreDeleteProductModal.js", "JavaScript", 56, 0, 0, 0, 0, 0, 0, 5, 61
"c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\User\Dashboard\StoreEdit\Modals\StoreSavedModal.js", "JavaScript", 34, 0, 0, 0, 0, 0, 0, 4, 38
"c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\User\Dashboard\StoreEdit\StoreEdit.js", "JavaScript", 126, 0, 0, 0, 0, 0, 17, 11, 154
"c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\User\Dashboard\StoreEdit\StoreEditInfo.js", "JavaScript", 85, 0, 0, 0, 0, 0, 2, 6, 93
"c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\User\Dashboard\StoreEdit\StoreEditInfoInputs.js", "JavaScript", 140, 0, 0, 0, 0, 0, 2, 7, 149
"c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\User\Dashboard\StoreFinance\StoreFinance.js", "JavaScript", 33, 0, 0, 0, 0, 0, 0, 4, 37
"c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\User\Dashboard\StoreFinance\StoreFinanceLast5Sales.js", "JavaScript", 74, 0, 0, 0, 0, 0, 0, 5, 79
"c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\User\Dashboard\StoreFinance\StoreFinanceSales.js", "JavaScript", 104, 0, 0, 0, 0, 0, 1, 9, 114
"c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\User\Dashboard\StoreOrders\StoreOrders.js", "JavaScript", 203, 0, 0, 0, 0, 0, 5, 10, 218
"c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\User\Dashboard\StoreOrders\StoreOrdersModal.js", "JavaScript", 160, 0, 0, 0, 0, 0, 0, 8, 168
"c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\User\Dashboard\StoreYourProducts\Modals\AddCollectionModal\Add.js", "JavaScript", 34, 0, 0, 0, 0, 0, 0, 4, 38
"c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\User\Dashboard\StoreYourProducts\Modals\AddCollectionModal\AddCollectionModal.js", "JavaScript", 189, 0, 0, 0, 0, 0, 1, 6, 196
"c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\User\Dashboard\StoreYourProducts\Modals\AddProductModal\AddProductInputs.js", "JavaScript", 230, 0, 0, 0, 0, 0, 3, 10, 243
"c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\User\Dashboard\StoreYourProducts\Modals\AddProductModal\AddProductModal.js", "JavaScript", 51, 0, 0, 0, 0, 0, 1, 4, 56
"c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\User\Dashboard\StoreYourProducts\Modals\EditProductModal\EditProductInputs.js", "JavaScript", 238, 0, 0, 0, 0, 0, 3, 10, 251
"c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\User\Dashboard\StoreYourProducts\Modals\EditProductModal\EditProductModal.js", "JavaScript", 73, 0, 0, 0, 0, 0, 2, 6, 81
"c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\User\Dashboard\StoreYourProducts\YourProducts.js", "JavaScript", 183, 0, 0, 0, 0, 0, 12, 10, 205
"c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\User\Inbox\Chat.js", "JavaScript", 107, 0, 0, 0, 0, 0, 1, 8, 116
"c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\User\Inbox\Inbox.js", "JavaScript", 196, 0, 0, 0, 0, 0, 8, 20, 224
"c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\User\Inbox\SendMessage.js", "JavaScript", 172, 0, 0, 0, 0, 0, 3, 7, 182
"c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\User\Store\Reviews\ReviewStarRating.js", "JavaScript", 47, 0, 0, 0, 0, 0, 0, 5, 52
"c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\User\Store\Reviews\Reviews.js", "JavaScript", 264, 0, 0, 0, 0, 0, 4, 19, 287
"c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\User\Store\Store.js", "JavaScript", 256, 0, 0, 0, 0, 0, 54, 17, 327
"c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\User\Store\StoreFeed.js", "JavaScript", 60, 0, 0, 0, 0, 0, 0, 7, 67
"c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\User\Store\StoreProductCard.js", "JavaScript", 132, 0, 0, 0, 0, 0, 2, 9, 143
"c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\User\Store\StoreProductModal\StoreProductModal.js", "JavaScript", 226, 0, 0, 0, 0, 0, 3, 11, 240
"c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\User\Store\StoreProductModal\StoreProductPictures.js", "JavaScript", 321, 0, 0, 0, 0, 0, 1, 7, 329
"c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\index.css", "CSS", 0, 434, 0, 0, 0, 0, 10, 84, 528
"c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\index.js", "JavaScript", 18, 0, 0, 0, 0, 0, 0, 2, 20
"c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\tailwind.config.js", "JavaScript", 12, 0, 0, 0, 0, 0, 1, 2, 15
"Total", "-", 8962, 434, 428, 38, 31272, 26, 246, 769, 42175
