"filename", "language", "JavaScript", "JSON", "CSS", "Markdown", "HTML", "XML", "comment", "blank", "total"
"c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\assets\svg-loaders\three-dots.svg", "XML", 0, 0, 0, 0, 0, 32, 1, 1, 34
"c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\Homepage\AddProductModal.js", "JavaScript", 73, 0, 0, 0, 0, 0, 0, 4, 77
"c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\Homepage\Homepage.js", "JavaScript", 109, 0, 0, 0, 0, 0, 0, 7, 116
"c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\Homepage\HomepageProduct.js", "JavaScript", 39, 0, 0, 0, 0, 0, 0, 4, 43
"c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\Homepage\HomepageProductCard.js", "JavaScript", 6, 0, 0, 0, 0, 0, 0, 3, 9
"c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\Homepage\HomepageStoreCard.js", "JavaScript", 26, 0, 0, 0, 0, 0, 24, 3, 53
"c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\Homepage\HomepageTrending.js", "JavaScript", 40, 0, 0, 0, 0, 0, 0, 5, 45
"c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\Homepage\Post.js", "JavaScript", 90, 0, 0, 0, 0, 0, 0, 3, 93
"c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\Homepage\PostModal.js", "JavaScript", 27, 0, 0, 0, 0, 0, 0, 3, 30
"c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\Homepage\VideoPlayerModal.js", "JavaScript", 32, 0, 0, 0, 0, 0, 0, 3, 35
"c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\Homepage\VideoUploadModal.js", "JavaScript", 105, 0, 0, 0, 0, 0, 1, 5, 111
"c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\Homepage\YourFeed.js", "JavaScript", 237, 0, 0, 0, 0, 0, 0, 10, 247
"c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\Layout.js", "JavaScript", 52, 0, 0, 0, 0, 0, 26, 5, 83
"c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\Login\LoginGooglePass.js", "JavaScript", 63, 0, 0, 0, 0, 0, 0, 10, 73
"c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\Login\LoginPage.js", "JavaScript", 109, 0, 0, 0, 0, 0, 0, 8, 117
"c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\Navbar\Icons\IconsExport.js", "JavaScript", 162, 0, 0, 0, 0, 0, 0, 9, 171
"c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\Navbar\Navbar.js", "JavaScript", 211, 0, 0, 0, 0, 0, 0, 6, 217
"c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\Register\RegisterGooglePass.js", "JavaScript", 88, 0, 0, 0, 0, 0, 0, 9, 97
"c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\Register\RegisterPagePartTwo.js", "JavaScript", 133, 0, 0, 0, 0, 0, 0, 9, 142
"c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\Search\Search.js", "JavaScript", 211, 0, 0, 0, 0, 0, 16, 14, 241
"c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\Search\SearchResults.js", "JavaScript", 55, 0, 0, 0, 0, 0, 67, 3, 125
"c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\User\Customer\AddToCart.js", "JavaScript", 216, 0, 0, 0, 0, 0, 21, 15, 252
"c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\User\Customer\Profile\ProfileSubpages\OrderHistory.js", "JavaScript", 244, 0, 0, 0, 0, 0, 0, 10, 254
"c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\User\Customer\Profile\ProfileSubpages\OrderHistoryModal.js", "JavaScript", 158, 0, 0, 0, 0, 0, 0, 7, 165
"c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\User\Customer\Profile\ProfileSubpages\Profile.js", "JavaScript", 120, 0, 0, 0, 0, 0, 0, 7, 127
"c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\User\Customer\Profile\ProfileSubpages\ShippingDetails.js", "JavaScript", 105, 0, 0, 0, 0, 0, 0, 7, 112
"c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\User\Customer\Profile\UserMenu.js", "JavaScript", 131, 0, 0, 0, 0, 0, 0, 2, 133
"c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\User\Dashboard\StoreDasboardNavMobile.js", "JavaScript", 125, 0, 0, 0, 0, 0, 0, 5, 130
"c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\User\Dashboard\StoreDashboard.js", "JavaScript", 20, 0, 0, 0, 0, 0, 0, 4, 24
"c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\User\Dashboard\StoreDashboardNav.js", "JavaScript", 166, 0, 0, 0, 0, 0, 0, 6, 172
"c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\User\Dashboard\StoreEdit\Modals\StoreDeleteProductModal.js", "JavaScript", 56, 0, 0, 0, 0, 0, 0, 5, 61
"c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\User\Dashboard\StoreEdit\Modals\StoreSavedModal.js", "JavaScript", 34, 0, 0, 0, 0, 0, 0, 4, 38
"c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\User\Dashboard\StoreEdit\StoreEdit.js", "JavaScript", 126, 0, 0, 0, 0, 0, 17, 11, 154
"c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\User\Dashboard\StoreEdit\StoreEditInfo.js", "JavaScript", 81, 0, 0, 0, 0, 0, 2, 6, 89
"c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\User\Dashboard\StoreEdit\StoreEditInfoInputs.js", "JavaScript", 140, 0, 0, 0, 0, 0, 2, 7, 149
"c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\User\Dashboard\StoreFinance\StoreFinance.js", "JavaScript", 34, 0, 0, 0, 0, 0, 0, 4, 38
"c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\User\Dashboard\StoreFinance\StoreFinanceLast5Sales.js", "JavaScript", 83, 0, 0, 0, 0, 0, 0, 5, 88
"c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\User\Dashboard\StoreFinance\StoreFinanceSales.js", "JavaScript", 104, 0, 0, 0, 0, 0, 1, 9, 114
"c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\User\Dashboard\StoreOrders\StoreOrders.js", "JavaScript", 203, 0, 0, 0, 0, 0, 5, 10, 218
"c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\User\Dashboard\StoreOrders\StoreOrdersModal.js", "JavaScript", 160, 0, 0, 0, 0, 0, 0, 8, 168
"c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\User\Dashboard\StoreYourProducts\Modals\AddCollectionModal\Add.js", "JavaScript", 34, 0, 0, 0, 0, 0, 0, 4, 38
"c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\User\Dashboard\StoreYourProducts\Modals\AddCollectionModal\AddCollectionModal.js", "JavaScript", 189, 0, 0, 0, 0, 0, 1, 6, 196
"c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\User\Dashboard\StoreYourProducts\Modals\AddProductModal\AddProductInputs.js", "JavaScript", 230, 0, 0, 0, 0, 0, 3, 10, 243
"c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\User\Dashboard\StoreYourProducts\Modals\AddProductModal\AddProductModal.js", "JavaScript", 51, 0, 0, 0, 0, 0, 1, 4, 56
"c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\User\Dashboard\StoreYourProducts\Modals\EditProductModal\EditProductInputs.js", "JavaScript", 238, 0, 0, 0, 0, 0, 3, 10, 251
"c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\User\Dashboard\StoreYourProducts\Modals\EditProductModal\EditProductModal.js", "JavaScript", 73, 0, 0, 0, 0, 0, 2, 6, 81
"c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\User\Dashboard\StoreYourProducts\YourProducts.js", "JavaScript", 179, 0, 0, 0, 0, 0, 12, 10, 201
"c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\User\Inbox\Chat.js", "JavaScript", 108, 0, 0, 0, 0, 0, 1, 7, 116
"c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\User\Inbox\Inbox.js", "JavaScript", 200, 0, 0, 0, 0, 0, 8, 19, 227
"c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\User\Inbox\SendMessage.js", "JavaScript", 172, 0, 0, 0, 0, 0, 3, 7, 182
"c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\User\Store\Reviews\ReviewStarRating.js", "JavaScript", 47, 0, 0, 0, 0, 0, 0, 5, 52
"c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\User\Store\Reviews\Reviews.js", "JavaScript", 264, 0, 0, 0, 0, 0, 4, 19, 287
"c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\User\Store\Store.js", "JavaScript", 163, 0, 0, 0, 0, 0, 52, 16, 231
"c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\User\Store\StoreFeed.js", "JavaScript", 5, 0, 0, 0, 0, 0, 0, 3, 8
"c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\User\Store\StoreProductCard.js", "JavaScript", 132, 0, 0, 0, 0, 0, 2, 9, 143
"c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\User\Store\StoreProductModal\StoreProductModal.js", "JavaScript", 226, 0, 0, 0, 0, 0, 3, 11, 240
"c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\components\User\Store\StoreProductModal\StoreProductPictures.js", "JavaScript", 321, 0, 0, 0, 0, 0, 1, 7, 329
"c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\index.css", "CSS", 0, 0, 216, 0, 0, 0, 1, 39, 256
"c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\src\index.js", "JavaScript", 18, 0, 0, 0, 0, 0, 0, 2, 20
"c:\Users\Ljubo\Documents\GitHub\ecommerce\frontend\tailwind.config.js", "JavaScript", 12, 0, 0, 0, 0, 0, 1, 2, 15
"Total", "-", 7653, 31272, 216, 38, 26, 428, 318, 677, 40628
